"","filename","site","elevation","aspect","plot","day.night","redo","measurement","camb","tav","pav","flux_value_original","rsqd","aic_lm","c_prime_min","c_prime_max","comment","extra_info","flux","pairID","flag","flux_value"
"1","raw_data/LI7500/All_sites/1_2000_east_1_day_photo.txt",1,2000,"east",1,"day",NA,"photo",414.311683307906,22.0538166666667,80.0875809523809,2.58093315500583,0.906841783805734,132.002320365158,380.631741470632,413.618829289851,NA,NA,"NEE","1_east_1_day_NEE","okay",2.58093315500583
"2","raw_data/LI7500/All_sites/1_2000_east_2_day_photo.txt",1,2000,"east",2,"day",NA,"photo",418.954428655942,23.6291522513767,80.1236474327826,2.9609581064711,0.714319685935719,207.396150224502,403.333241495944,414.337633926338,NA,NA,"NEE","1_east_2_day_NEE","okay",2.9609581064711
"3","raw_data/LI7500/All_sites/1_2000_east_3_day_photo.txt",1,2000,"east",3,"day",NA,"photo",416.443646889792,24.4026887352409,80.1293565259015,1.1201606814968,0.707519579944692,-4.92840808789862,405.375694005281,409.577277050212,NA,NA,"NEE","1_east_3_day_NEE","okay",1.1201606814968
"4","raw_data/LI7500/All_sites/1_2000_east_4_day_photo.txt",1,2000,"east",4,"day",NA,"photo",417.78674607001,24.7261957650273,80.130141084268,5.3006098086663,0.868928403998235,80.8586642069002,408.892713580935,427.269435947452,NA,NA,"NEE","1_east_4_day_NEE","okay",5.3006098086663
"5","raw_data/LI7500/All_sites/1_2000_east_5_day_photo.txt",1,2000,"east",5,"day",NA,"photo",417.316571323464,24.9090839651639,80.1338956454918,1.37007413878481,0.689544134580748,105.106330350991,407.479372092888,414.298402059853,NA,NA,"NEE","1_east_5_day_NEE","okay",1.37007413878481
"6","raw_data/LI7500/All_sites/1_2000_west_1_day_photo.txt",1,2000,"west",1,"day",NA,"photo",411.913437083609,20.6406449867947,79.9980169027611,0.406644470462638,0.468044789758046,24.1643291676362,408.40161824487,410.545979147595,NA,NA,"NEE","1_west_1_day_NEE","okay",0.406644470462638
"7","raw_data/LI7500/All_sites/1_2000_west_2_day_photo.txt",1,2000,"west",2,"day",NA,"photo",411.716053092881,20.491913542062,79.9956958106684,-3.35816113466521,0.813634261526214,56.169406013817,408.473597691617,418.480622022423,"Should not be negative","its increasing, changed it to 5-15, but should be removed","NEE","1_west_2_day_NEE","increasing_ER",NA
"8","raw_data/LI7500/All_sites/1_2000_west_2_day_redo_photo.txt",1,2000,"west",2,"day","redo","photo",412.066791649391,21.0517832053973,79.9955606346675,-2.62265046351805,0.779489719250502,54.4335501799086,411.510636883733,420.501162466892,"Should not be negative","increasing, keep the redo","NEE","1_west_2_day_NEE","discard_this_keep_other_reading",NA
"9","raw_data/LI7500/All_sites/1_2000_west_3_day_photo.txt",1,2000,"west",3,"day",NA,"photo",409.790583488097,19.7363723212991,79.9843287006506,-0.371456021688421,0.544525122880601,-11.0592363857024,407.585634297424,409.564788506333,NA,NA,"NEE","1_west_3_day_NEE","high_aic_discard_this_keep_other_reading",NA
"10","raw_data/LI7500/All_sites/1_2000_west_3_day_redo_photo.txt",1,2000,"west",3,"day","redo","photo",410.891027180265,20.4093772230691,79.9867599593496,1.07119309428075,0.640593895515293,-35.0384007895827,408.174378913881,411.351672727143,NA,NA,"NEE","1_west_3_day_NEE","okay",1.07119309428075
