tier,plot_id,grassiness,woodiness
China_2016,CH_A1,0,0.5034490468317316
China_2016,CH_A2,0,0.5937875733729977
China_2016,CH_A3,0,0.6533110201313951
China_2016,CH_A4,0,0.5066931040321476
China_2016,CH_A5,0,0.6978078858499664
China_2016,CH_A6,0,0.8016218700026764
China_2016,CH_A7,0,0.3919740743130202
China_2016,CH_H1,0,0.5227029409912463
China_2016,CH_H2,0,0.350210970464135
China_2016,CH_H3,0,0.22839845899834896
China_2016,CH_H4,0,0.35271247739602174
China_2016,CH_H5,0,0.5513642394188525
China_2016,CH_L1,0,0.9041403392085134
China_2016,CH_L2,0,0.9342783505154639
China_2016,CH_L3,0,0.10010125184094257
China_2016,CH_L4,0,0.6238184172518552
China_2016,CH_L5,0,0.9342783505154639
China_2016,CH_L6,0,0.7186756542426646
China_2016,CH_L7,0,0.31234241931869117
China_2016,CH_M1,0,0.26134259998084963
China_2016,CH_M2,0,0.17346045501672566
China_2016,CH_M3,0,0.09230626790136409
China_2016,CH_M4,0,0.226319058749083
China_2016,CH_M5,0,0.22133625238096508
China_2016,CH_M6,0,0.16403989609619812
China_2016,CH_M7,0,0.17848138246782352
Colorado_2016,US_almont1,0,1
Colorado_2016,US_almont2,0,0.55
Colorado_2016,US_almont3,0,0.5
Colorado_2016,US_almont4,0,0.5
Colorado_2016,US_almont5,0,0.6
Colorado_2016,US_cbt1,0.3333333333333333,0.3333333333333333
Colorado_2016,US_cbt2,0.5,0.5
Colorado_2016,US_cbt3,0.25,0.1875
Colorado_2016,US_cbt4,0,0.4
Colorado_2016,US_cbt5,0.3333333333333333,0
Colorado_2016,US_pfeiler2,0,0.13339130237104732
Colorado_2016,US_pfeiler3,0,0.1672008547008547
Colorado_2016,US_pfeiler4,0,0.10361681329423265
Colorado_2016,US_pfeiler5,0,0.2950581395348837
Colorado_2016,US_road1,0,0.5227272727272727
Colorado_2016,US_road2,0.25,0.5
Colorado_2016,US_road3,0.25,0.2727272727272727
Colorado_2016,US_road4,0.25,0.29772727272727273
Colorado_2016,US_road5,0,0.038181818181818185
Colorado_2018,US_cbt1,0.75,0.25
Colorado_2018,US_cbt2,0.6666666666666666,0.3333333333333333
Colorado_2018,US_cbt3,0.3333333333333333,0
Colorado_2018,US_cbt4,0.6666666666666666,0.01375908618899273
Colorado_2018,US_cbt5,0.3333333333333333,0
Colorado_2018,US_pbm1,0.3333333333333333,0
Colorado_2018,US_pbm2,0,0.019230769230769232
Colorado_2018,US_pbm3,0,0
Colorado_2018,US_pbm4,0.25,0.3602941176470588
Colorado_2018,US_pbm5,0,0.4066471163245357
Colorado_2018,US_pfeiler1,0,0.14171014344495214
Colorado_2018,US_pfeiler2,0,0.06621049201694362
Colorado_2018,US_pfeiler3,0,0.05552673133318294
Colorado_2018,US_pfeiler4,0,0.13339130237104732
Colorado_2018,US_pfeiler5,0,0.15453065626546497
Colorado_2018,US_road1,0,0.4522853957636566
Colorado_2018,US_road2,0,0.40598290598290604
Colorado_2018,US_road3,0,0.3333333333333333
Colorado_2018,US_road4,0.5,0.5
Colorado_2018,US_road5,0.3333333333333333,0
Norway_2022,,0.5288461538461539,0.00634446198962328
Norway_2022,NO_Hog_TTC 101,0.35294117647058826,0.058823529411764705
Norway_2022,NO_Hog_TTC 110,0.4666666666666667,0.06956521739130435
Norway_2022,NO_Hog_TTC 115,0.4375,0.0625
Norway_2022,NO_Joa_109 AN3C 109,0.5,0
Norway_2022,NO_Joa_111 AN3N 111,0.5,0.03665689149560117
Norway_2022,NO_Joa_156 AN2C 156,0.7295081967213115,0.001802797942406615
Norway_2022,NO_Joa_160 AN2N 160,0.6,0.0219941348973607
Norway_2022,NO_Joa_81 AN1C 81,0.5137614678899083,0.006053431623126799
Norway_2022,NO_Joa_88 AN1N 88,0.4444444444444444,0.058368495077355836
Norway_2022,NO_Lia_27 AN3C 27,0.47297297297297297,0.1419776712753438
Norway_2022,NO_Lia_31 AN3N 31,0.2857142857142857,0.2675184146192721
Norway_2022,NO_Lia_4 AN1C 4,0.24731182795698925,0.03862130572176806
Norway_2022,NO_Lia_7 AN1N 7,0.46153846153846156,0.04040895813047712
Norway_2022,NO_Lia_77 AN2C 77,0.2,0.04838709677419355
Norway_2022,NO_Lia_79 AN2N 79,0.4444444444444444,0.058368495077355836
Norway_2022,NO_Vik_TTC 141,0.2727272727272727,0
Norway_2022,NO_Vik_TTC 146,0.2777777777777778,0.06777451938742261
