elevation,treatment,temperature,tier,site,plot_id,date,year,nee,reco,dry_mass_g,ldmc,leaf_area_cm2,sla_cm2_g,wet_mass_g,n_percent,cn_ratio,p_percent,c_percent,spatial_predictor1,spatial_predictor2,spatial_predictor3,spatial_predictor4,spatial_predictor5,uniqueID,tier2,area,yd,ndvi,ndvi_change,ndvi_max,ndvi_min,ndvi_avg,flux_id,annual_mean_temperature,diurnal_temperature_range,temperature_seasonality,annual_precipitation,precipitation_seasonality,KG_climate_classification,T_diff1,T_diff7,T_diff14,T_diff28
80,c,7.06666666666667,Svalbard_2018,ITEX,SV_ITEXCAS_L3,2018-07-17,2018,-0.909376872750895,-2.5894575904471,0.00442877297477733,0.405828756401344,0.460903801073309,95.0802202029622,0.0123137387020747,1.70833089469615,32.2798365497107,0.13241136682491,47.2722451086132,0.0172349595515541,-0.046309980024128,-0.032112804740661,0.0252505034928389,-0.00368719272655727,Flux1,Svalbard_2018,Svalbard,198,0.29458628832592887,0.01951348388689561,0.572125899867212,1.052596355325085e-6,0.08299577789340123,SV_ITEXCAS_L3158,-7.26,3.76,7.68,447.1,28,30,-0.2647257910834453,-0.6613287214248968,-0.09799548103696143,0.31092644116235313
80,c,8.36666666666667,Svalbard_2018,ITEX,SV_ITEXBIS_L6,2018-07-23,2018,-0.362188750809906,-1.74657304677914,0.00709572687659563,0.354211340724478,0.907308775780192,134.117305773366,0.0226389943916639,2.18260892516539,23.2239598285869,0.146113740948182,42.677854856035,0.017234959551554,-0.046309980024128,-0.0321128047406609,0.0252505034928389,-0.00368719272655728,Flux2,Svalbard_2018,Svalbard,204,0.4075438374121641,0.01796271794488252,0.572125899867212,1.052596355325085e-6,0.08299577789340123,NA,NA,NA,NA,NA,NA,NA,-0.901239522298181,0.04638406662713468,-0.2945558426872168,0.12429571605863998
80,c,8.66666666666666,Svalbard_2018,ITEX,SV_ITEXCAS_L1,2018-07-17,2018,0.49995323142719,-1.3243984737274,0.00660084365287924,0.372174165400136,0.853754458056178,116.384024431848,0.0196342909487696,1.99206982948437,26.8555834795042,0.118718335727767,45.8507116040504,0.017234959551554,-0.046309980024128,-0.0321128047406609,0.0252505034928389,-0.00368719272655728,Flux3,Svalbard_2018,Svalbard,198,0.29458628832592887,0.01951348388689561,0.572125899867212,1.052596355325085e-6,0.08299577789340123,SV_ITEXCAS_L1156,-7.26,3.76,7.68,447.1,28,30,-0.2647257910834453,-0.6613287214248968,-0.09799548103696143,0.31092644116235313
80,c,8.7,Svalbard_2018,ITEX,SV_ITEXDRY_L1,2018-07-17,2018,-0.094442258301019,-4.01743690563356,0.00890741338278939,0.335579382500934,0.865641247199601,122.128021517414,0.0270639401818849,1.9822946933458,24.4733836414631,0.144728003652832,42.4985970705086,0.017234959551554,-0.046309980024128,-0.032112804740661,0.0252505034928389,-0.00368719272655729,Flux4,Svalbard_2018,Svalbard,198,0.29458628832592887,0.01951348388689561,0.572125899867212,1.052596355325085e-6,0.08299577789340123,SV_ITEXDRY_L1161,-7.26,3.76,7.68,447.1,28,30,-0.2647257910834453,-0.6613287214248968,-0.09799548103696143,0.31092644116235313
80,c,9.43333333333333,Svalbard_2018,ITEX,SV_ITEXBIS_L10,2018-07-23,2018,0.697239270962383,-3.22877364612567,0.0225554616348651,42.6140610010418,2.19615882565944,112.238737736638,0.090998543125222,2.25480942968158,21.2994784186724,0.165307780720204,41.3344570991134,0.0172349595515541,-0.046309980024128,-0.032112804740661,0.0252505034928389,-0.00368719272655732,Flux5,Svalbard_2018,Svalbard,204,0.4075438374121641,0.01796271794488252,0.572125899867212,1.052596355325085e-6,0.08299577789340123,NA,NA,NA,NA,NA,NA,NA,-0.901239522298181,0.04638406662713468,-0.2945558426872168,0.12429571605863998
80,c,9.93333333333335,Svalbard_2018,ITEX,SV_ITEXBIS_L10,2018-07-17,2018,-3.38938514337171,-5.2288098983381,0.0225554616348651,42.6140610010418,2.19615882565944,112.238737736638,0.090998543125222,2.25480942968158,21.2994784186724,0.165307780720204,41.3344570991134,0.0172349595515541,-0.046309980024128,-0.032112804740661,0.0252505034928389,-0.00368719272655732,Flux6,Svalbard_2018,Svalbard,198,0.29458628832592887,0.01951348388689561,0.572125899867212,1.052596355325085e-6,0.08299577789340123,SV_ITEXBIS_L10151,-7.26,3.76,7.68,447.1,28,30,-0.2647257910834453,-0.6613287214248968,-0.09799548103696143,0.31092644116235313
80,c,10.2833333333333,Svalbard_2018,ITEX,SV_ITEXCAS_L1,2018-07-23,2018,-0.652823130530322,-1.16254165470415,0.00660084365287924,0.372174165400136,0.853754458056178,116.384024431848,0.0196342909487696,1.99206982948437,26.8555834795042,0.118718335727767,45.8507116040504,0.017234959551554,-0.046309980024128,-0.0321128047406609,0.0252505034928389,-0.00368719272655728,Flux7,Svalbard_2018,Svalbard,204,0.4075438374121641,0.01796271794488252,0.572125899867212,1.052596355325085e-6,0.08299577789340123,NA,NA,NA,NA,NA,NA,NA,-0.901239522298181,0.04638406662713468,-0.2945558426872168,0.12429571605863998
80,c,10.5,Svalbard_2018,ITEX,SV_ITEXCAS_L7,2018-07-17,2018,1.00299532590003,-0.811077746693583,0.0216892603058938,0.366100744693481,2.22051850926432,99.9610935641959,0.0847666805118655,1.97025447947188,26.9867009973085,0.151211074070174,42.7763727089432,0.0172349595515541,-0.046309980024128,-0.032112804740661,0.0252505034928389,-0.00368719272655728,Flux8,Svalbard_2018,Svalbard,198,0.29458628832592887,0.01951348388689561,0.572125899867212,1.052596355325085e-6,0.08299577789340123,SV_ITEXCAS_L7159,-7.26,3.76,7.68,447.1,28,30,-0.2647257910834453,-0.6613287214248968,-0.09799548103696143,0.31092644116235313
80,c,10.633333333333301,Svalbard_2018,ITEX,SV_ITEXCAS_L10,2018-07-17,2018,0.0658369209908254,-1.34121091672893,0.0225573599579587,0.339332181069709,2.60014534958874,133.41585988087,0.0931986694620241,2.54751943470468,17.9904411634807,0.176185522691636,42.684029950118,0.017234959551554,-0.046309980024128,-0.032112804740661,0.0252505034928389,-0.00368719272655729,Flux9,Svalbard_2018,Svalbard,198,0.29458628832592887,0.01951348388689561,0.572125899867212,1.052596355325085e-6,0.08299577789340123,SV_ITEXCAS_L10157,-7.26,3.76,7.68,447.1,28,30,-0.2647257910834453,-0.6613287214248968,-0.09799548103696143,0.31092644116235313
80,c,10.75,Svalbard_2018,ITEX,SV_ITEXBIS_L8,2018-07-17,2018,-0.68258732982576,-2.04500257056142,0.018816316494894,0.333863930983867,2.13473076690712,129.617313772801,0.0760702161833028,2.27274268632478,21.5388288980401,0.15523415606315,41.6069488747943,0.017234959551554,-0.046309980024128,-0.032112804740661,0.0252505034928389,-0.00368719272655728,Flux10,Svalbard_2018,Svalbard,198,0.29458628832592887,0.01951348388689561,0.572125899867212,1.052596355325085e-6,0.08299577789340123,SV_ITEXBIS_L8155,-7.26,3.76,7.68,447.1,28,30,-0.2647257910834453,-0.6613287214248968,-0.09799548103696143,0.31092644116235313
80,c,10.8666666666666,Svalbard_2018,ITEX,SV_ITEXCAS_L3,2018-07-23,2018,-0.220374140739942,-2.99080716412445,0.00442877297477733,0.405828756401344,0.460903801073309,95.0802202029622,0.0123137387020747,1.70833089469615,32.2798365497107,0.13241136682491,47.2722451086132,0.0172349595515541,-0.046309980024128,-0.032112804740661,0.0252505034928389,-0.00368719272655727,Flux11,Svalbard_2018,Svalbard,204,0.4075438374121641,0.01796271794488252,0.572125899867212,1.052596355325085e-6,0.08299577789340123,NA,NA,NA,NA,NA,NA,NA,-0.901239522298181,0.04638406662713468,-0.2945558426872168,0.12429571605863998
80,c,10.9333333333334,Svalbard_2018,ITEX,SV_ITEXDRY_L1,2018-07-23,2018,-0.779764020041119,-1.75692191189295,0.00890741338278939,0.335579382500934,0.865641247199601,122.128021517414,0.0270639401818849,1.9822946933458,24.4733836414631,0.144728003652832,42.4985970705086,0.017234959551554,-0.046309980024128,-0.032112804740661,0.0252505034928389,-0.00368719272655729,Flux12,Svalbard_2018,Svalbard,204,0.4075438374121641,0.01796271794488252,0.572125899867212,1.052596355325085e-6,0.08299577789340123,NA,NA,NA,NA,NA,NA,NA,-0.901239522298181,0.04638406662713468,-0.2945558426872168,0.12429571605863998
80,c,11.15,Svalbard_2018,ITEX,SV_ITEXDRY_L2,2018-07-23,2018,-2.54391755233784,-2.87762660241503,0.00786028002969525,0.327725351798969,0.828760328399196,136.832012444248,0.0238466179272636,1.91962210589726,25.1727309572936,0.141425237173958,42.8886103395657,0.017234959551554,-0.046309980024128,-0.0321128047406609,0.0252505034928389,-0.00368719272655729,Flux13,Svalbard_2018,Svalbard,204,0.4075438374121641,0.01796271794488252,0.572125899867212,1.052596355325085e-6,0.08299577789340123,NA,NA,NA,NA,NA,NA,NA,-0.901239522298181,0.04638406662713468,-0.2945558426872168,0.12429571605863998
80,c,11.1833333333333,Svalbard_2018,ITEX,SV_ITEXDRY_L7,2018-07-23,2018,-2.74301219808477,-6.07311823386358,0.00518930561269044,0.368618589866082,0.624903523618267,126.887350329877,0.0149109843944956,1.98532487249119,24.4251366338916,0.137824089495279,44.6457636674992,0.0172349595515541,-0.046309980024128,-0.032112804740661,0.0252505034928389,-0.00368719272655728,Flux14,Svalbard_2018,Svalbard,204,0.4075438374121641,0.01796271794488252,0.572125899867212,1.052596355325085e-6,0.08299577789340123,NA,NA,NA,NA,NA,NA,NA,-0.901239522298181,0.04638406662713468,-0.2945558426872168,0.12429571605863998
80,c,11.5166666666667,Svalbard_2018,ITEX,SV_ITEXBIS_L6,2018-07-17,2018,-1.32092635299015,-3.69122681026612,0.00709572687659563,0.354211340724478,0.907308775780192,134.117305773366,0.0226389943916639,2.18260892516539,23.2239598285869,0.146113740948182,42.677854856035,0.017234959551554,-0.046309980024128,-0.0321128047406609,0.0252505034928389,-0.00368719272655728,Flux15,Svalbard_2018,Svalbard,198,0.29458628832592887,0.01951348388689561,0.572125899867212,1.052596355325085e-6,0.08299577789340123,SV_ITEXBIS_L6154,-7.26,3.76,7.68,447.1,28,30,-0.2647257910834453,-0.6613287214248968,-0.09799548103696143,0.31092644116235313
80,c,11.8166666666666,Svalbard_2018,ITEX,SV_ITEXDRY_L5,2018-07-23,2018,-0.382305129022132,-2.90787579888531,0.00912644820635504,0.34749018912597,0.932889263159051,128.823844204116,0.0275717384993091,2.10457305089439,23.2821605744005,0.155175176756451,42.0390167632178,0.017234959551554,-0.046309980024128,-0.032112804740661,0.0252505034928389,-0.00368719272655729,Flux16,Svalbard_2018,Svalbard,204,0.4075438374121641,0.01796271794488252,0.572125899867212,1.052596355325085e-6,0.08299577789340123,NA,NA,NA,NA,NA,NA,NA,-0.901239522298181,0.04638406662713468,-0.2945558426872168,0.12429571605863998
80,c,13,Svalbard_2018,ITEX,SV_ITEXCAS_L9,2018-07-17,2018,-1.48032139215163,-3.65733127196915,0.0224590764733877,0.339313816522047,2.6398224524334,133.185973673428,0.0932904966370296,2.53892222066636,17.992714212826,0.177833974372398,42.657449598879,0.0172349595515541,-0.046309980024128,-0.032112804740661,0.0252505034928389,-0.00368719272655728,Flux17,Svalbard_2018,Svalbard,198,0.29458628832592887,0.01951348388689561,0.572125899867212,1.052596355325085e-6,0.08299577789340123,SV_ITEXCAS_L9160,-7.26,3.76,7.68,447.1,28,30,-0.2647257910834453,-0.6613287214248968,-0.09799548103696143,0.31092644116235313
80,c,13.1166666666667,Svalbard_2018,ITEX,SV_ITEXDRY_L8,2018-07-23,2018,-2.36152749576873,-6.98417894201038,0.0080507261281816,0.333207999234794,0.827744932197267,133.756920969269,0.0244724273039906,1.88693791188448,25.6456478747472,0.148851061646002,42.7430347157767,0.0172349595515541,-0.046309980024128,-0.032112804740661,0.0252505034928389,-0.00368719272655729,Flux18,Svalbard_2018,Svalbard,204,0.4075438374121641,0.01796271794488252,0.572125899867212,1.052596355325085e-6,0.08299577789340123,NA,NA,NA,NA,NA,NA,NA,-0.901239522298181,0.04638406662713468,-0.2945558426872168,0.12429571605863998
